Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Tiziana Terenzi Kirke,846 SAR,"This sweet, fruity perfume is inspired by the enchanted potions of Goddess Circe. Its scent guides you through mythic paths to explore stunning marvels. It is distinguished by a lush bouquet of sensual fruits, including raspberries and pears. The juicy scent is warmed by the indulgent, sweet heliotrope flower and a seductive base of musk.
About the brand:
Tiziana Terenzi is a family-owned Italian niche brand of fragrances, primarily scented candles and then perfumes. It was established as Cereria Terenzi in 1968 in Cattolica. Evelino Terenzi’s sons, Tiziana and Paolo, are now the owners of the brand. Tiziana Terenzi is the designer, while Paolo Terenzi is the president of the company. It has produced more than 73 perfumes. The earliest edition was created in 2012 and the newest in 2020.",none,none,"['Tiziana Terenzi', 'Unisex', 'Perfume', 'Sophisticated', 'Woody Oriental', '100 ml', '2015', 'Passionfruit, Peach, Raspberry, Cassis, Pear, Sand, Lily-of-the-valley, Heliotrope, Sandalwood, Vanilla, Patchouli, Musk.', 'Extrait de Parfum', 'Passionfruit, Peach, Raspberry, Cassis, Pear, Sand', 'Lily-of-the-valley', 'Heliotrope, Sandalwood, Vanilla, Patchouli, Musk.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/0/8016741072482-tiziana-terenzi-tiziana-terenzi-kirke-_u_-extrait-de-parfm-100.jpg,Tiziana Terenzi,Unisex,Perfume,Sophisticated,Woody Oriental,100 ml,2015,"Passionfruit, Peach, Raspberry, Cassis, Pear, Sand, Lily-of-the-valley, Heliotrope, Sandalwood, Vanilla, Patchouli, Musk.",Extrait de Parfum,"Passionfruit, Peach, Raspberry, Cassis, Pear, Sand",Lily-of-the-valley,"Heliotrope, Sandalwood, Vanilla, Patchouli, Musk."
Guerlain L'instant De Guerlain,295 SAR,"It's a floral feminine fragrance that reflects the unique moments of emotions. The marvellous composition combines notes of green apple, mixed with magnolia and amber, delivering a scent that takes you in a place outside of time, where everything becomes possible.
About the brand:
Guerlain is a French perfume, cosmetics and skincare house, which is among the oldest in the world. The house was founded in Paris in 1828 and was acquired in 1994 by the LVMH group, a French multinational investment corporation specializing in luxury brands.",none,none,"['Guerlain', 'Women', 'Perfume', 'Romantic', 'Floral', '100 ml', '2003', 'Bergamot, Mandarin, Orange, Red Apple, Iris, Jasmine, Ylang-Ylang, Magnolia, Musk, Amber, Benzoin, Vanille, White Honey', 'Eau de Toilette', 'Bergamot, Mandarin, Orange, Red Apple', 'Iris, Jasmine, Ylang-Ylang, Magnolia', 'Musk, Amber, Benzoin, Vanille, White Honey']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/3/3346470132849-guerlain-guerlain-l_instant-de-guerlain-2017-_w_-edt-100-ml-1.jpg,Guerlain,Women,Perfume,Romantic,Floral,100 ml,2003,"Bergamot, Mandarin, Orange, Red Apple, Iris, Jasmine, Ylang-Ylang, Magnolia, Musk, Amber, Benzoin, Vanille, White Honey",Eau de Toilette,"Bergamot, Mandarin, Orange, Red Apple","Iris, Jasmine, Ylang-Ylang, Magnolia","Musk, Amber, Benzoin, Vanille, White Honey"
Deem Perfumes Garden - 300 ml,100 SAR,"Deem Perfumes Garden is a room spray that spreads enticing fragrance in the air and let you enjoy the fresh and aromatic atmosphere.
About the brand:
Deem Perfumes is a modern brand that was founded in 2015. The brand is known as specialists in luxury and special perfumes that reflect the taste experience and quality in their products. All the products offered by ""Deem Perfumes"" are of high quality and carefully selected and manufactured with the latest styles and the highest standards.",none,none,"['300 ml', 'Deem Perfumes', 'Room Spray', 'Tuberose, Iris, Jasmine, Aromatic Ingredients']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6287006660382_deem_garden_300_ml_1.jpg,300 ml,Deem Perfumes,Room Spray,"Tuberose, Iris, Jasmine, Aromatic Ingredients",,,,,,,,
Valentino Uomo,342 SAR,"Valentino Uomo Eau de Toilette is a fresh fragrance for men, presented in a magnificent bottle. This modern scent is developed for a cosmopolitan man celebrating his youthful vigor and exciting ventures. The fragrance has a bright opening with bergamot and myrtle. The heart is youthful and romantic with roasted coffee beans and chocolate perfectly blended and accentuated by the aroma of hazelnut. The dry-down is sweet, warm and leathery with cedar and leather notes. Valentino Uomo, the scent of irresistible sophistication, is the perfect fit for your romantic endeavors and special nights.",5,3 Rating,"['Valentino', 'Men', 'Perfume', 'Natural', 'Floral', '50 ml', '2011', 'Bergamot, Myrtle ,Roasted Coffee Beans, Chocolate, Hazelnut ,Leather, Cedar', 'Eau de Toilette', 'Bergamot, Myrtle', 'Roasted Coffee Beans, Chocolate, Hazelnut', 'Leather, Cedar']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/a/valentino_uomo_eau_de_toilette_1.jpg,Valentino,Men,Perfume,Natural,Floral,50 ml,2011,"Bergamot, Myrtle ,Roasted Coffee Beans, Chocolate, Hazelnut ,Leather, Cedar",Eau de Toilette,"Bergamot, Myrtle","Roasted Coffee Beans, Chocolate, Hazelnut","Leather, Cedar"
Bentley Infinite Intense,186 SAR,"Become an unstoppable force when you splash on Bentley Infinite Intense, an invigorating men’s cologne. This sensual blend of spicy and earthy accords is a masterful accent to any ensemble, whether casual or refined. Top notes of black pepper, delicate lavender, soothing violet, and geranium work together to form a balanced mix of intensity and relaxation, while heart notes of elemi resin, salty ambergris, benzoin, and exotic nutmeg bring their bold aromas. Finally, base notes of Haitian vetiver, patchouli extract, Moroccan cedar, and other various wood accents blend seamlessly for a robust and mysterious fragrance you’ll be proud to sport, day or night.
About the brand:
For a century, Bentley Motors has been manufacturing luxury cars that combine excellence, expertise, tradition and modernity. The Bentley Fragrances perfume collection draws its inspiration from this prestigious world, sharing the same vision of style in which authenticity, elegance and refinement are pushed to their extremes. Since its launch in 2013, Bentley Fragrances has been met with remarkable success in the Middle East, Europe, the Americas and Asia. Its olfactive signature, made up of premium ingredients, has inspired the most seasoned perfume lovers across the world.",none,none,"['Bentley', 'Men', 'Perfume', 'Charismatic', 'Oriental', '100 ml', '2015', 'Black Pepper, Lavender, Violet, Geranium, Spices, Nutmeg, Elemi resin, Ambergris, Patchouli, Haitian Vetiver, Musk, Cedar.', 'Eau de Parfum', 'Black Pepper, Lavender, Violet Leaf Absolute, Geranium Bourbon', 'Nutmeg, Elemi, Slam Benzoin, Ambergris Accord', 'Patchouli, Vetiver from Haiti, Moss, Moroccan Cedarwood']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/e/bentley_infinite_intense_edp_100_ml.jpg,Bentley,Men,Perfume,Charismatic,Oriental,100 ml,2015,"Black Pepper, Lavender, Violet, Geranium, Spices, Nutmeg, Elemi resin, Ambergris, Patchouli, Haitian Vetiver, Musk, Cedar.",Eau de Parfum,"Black Pepper, Lavender, Violet Leaf Absolute, Geranium Bourbon","Nutmeg, Elemi, Slam Benzoin, Ambergris Accord","Patchouli, Vetiver from Haiti, Moss, Moroccan Cedarwood"
Lancôme Oud Bouquet,782 SAR,"Top notes of the composition of the new fragrance Oud Bouquet provide a unique spicy flavor of saffron, announcing rose petals in the heart combined with woody accords of oud announced as the key note of the composition. The base contributes to a gourmand twist, while gently sweetening the listed notes and providing depth and warmth. Soft and creamy vanilla combined with praline accords lingers on the skin and leaves a memorable trail.",none,none,"['Lancome', 'Women', 'Perfume', 'Oriental', '75 ml', 'Eau de Parfum', 'Saffron, Rose, Oud, Praline, Vanilla']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/a/lancome_oud_bouquet.jpg,Lancome,Women,Perfume,Oriental,75 ml,Eau de Parfum,"Saffron, Rose, Oud, Praline, Vanilla",,,,,
Calvin Klein Euphoria Men Amber Gold,238 SAR,"A fragrant scent will charm everyone around you and draw attention to you thanks to its ingredients such as bergamot sweetened with thyme and a touch of soft oriental incense with amber that makes you feel free to own it. 
About the brand:
   Calvin Klein was launched in 1968, founded Calvin Richard Klein. It initially started with a clothing line and eventually moved to introduce fragrances, watches and jewelry. Enjoy a guaranteed sense of class uplifting when you let others around you smell the scent of Calvin Klein masculine and feminine fragrances.",none,none,"['Calvin Klein', 'Men', 'Perfume', 'Extravagant', 'Aromatic', '100 ml', '2018', 'Cypress, Bergamot, Thyme, Honey, Sage, Oregano, Jasmine, Vetiver, Leather, Amber, Incense.', 'Eau de Parfum', 'cypress, bergamot and thyme', 'honey, sage, oregano and jasmine', 'vetiver, leather, amber and incense.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_calvin_klein_perfumes_euphoria_men_amber_gold_for_men_eau_de_perfum.jpg,Calvin Klein,Men,Perfume,Extravagant,Aromatic,100 ml,2018,"Cypress, Bergamot, Thyme, Honey, Sage, Oregano, Jasmine, Vetiver, Leather, Amber, Incense.",Eau de Parfum,"cypress, bergamot and thyme","honey, sage, oregano and jasmine","vetiver, leather, amber and incense."
Anfasic Dokhoon Oudy,440 SAR,"This unique Incense fills your house with a delicate woody oriental aroma of Arabin oud that gives a calm and relax feel to refresh your mood after a long busy day.
About the brand:
Anfasic Dokhoon is a modern, contemporary brand presenting traditional recipes in a refreshing image. Created in 2007 Anfasic Dokhoon is the only brand focusing on ‘Dokhoon’ rather than ‘parfumes’. Trendy products that enahnce people’s lifestyle. Anfasic Dokhoon aims at widespread luxury, affordable, the products accompany our customers throughout their life, having products for every occasion. Representing its home country, the UAE, the brand is modern and sleek from the outside but traditional from the inside, the products are a blend of innovation and treasured legends.",none,none,"['Anfasic Dokhoon', 'Bakhoor', 'The lute']",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/1/0/1092007666111_anfasic_dokhoon_oudy_50gm_bukhoor.jpg,Anfasic Dokhoon,Bakhoor,The lute,,,,,,,,,
Chanel Bleu De Chanel EDT,374 SAR,"Epitomizing the elegance and charisma of modern men. The Chanel Bleu de Chanel for Him gives a warm and captivating fragrance you have always wanted from a fragrance. A woody aromatic fragrance for the man who defies convention, and resists the ordinary every day, finding satisfaction in the unexpected. His fragrance, a provocative blend of citrus and woods, liberates the senses fresh, clean, profoundly sensual a signature statement of determination and desire. Be unexpected.
About the brand:
Chanel needs no introduction; its high-quality and captivating collections of perfumes and fragrances for men and women are loved in every part of the world. Chanel has excelled in haute couture and ready-to-wear clothes, luxury goods, and fashion accessories. Chanel has also introduced a collection of watches and luxury jewelry.",none,none,"['Chanel', 'Men', 'Perfume', 'Dynamic', 'Aromatic', '100 ml', '2010', 'Lemon, Mint, Pink Pepper, Grapefruit, Ginger, ISO E Super, Nutmeg, Jasmine, Adan, Sandalwood, Patchouli, Vetiver, Incense, Cedarwood, White Musk.', 'Eau de Toilette', 'Lemon, Mint, Pink Pepper, Grapefruit', 'Ginger, ISO E Super, Nutmeg, Jasmine', 'Adan, Sandalwood, Patchouli, Vetiver, Incense, Cedarwood, White Musk.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/chanel_bleu_de_chanel_eau_de_toilette_4.jpg,Chanel,Men,Perfume,Dynamic,Aromatic,100 ml,2010,"Lemon, Mint, Pink Pepper, Grapefruit, Ginger, ISO E Super, Nutmeg, Jasmine, Adan, Sandalwood, Patchouli, Vetiver, Incense, Cedarwood, White Musk.",Eau de Toilette,"Lemon, Mint, Pink Pepper, Grapefruit","Ginger, ISO E Super, Nutmeg, Jasmine","Adan, Sandalwood, Patchouli, Vetiver, Incense, Cedarwood, White Musk."
Chanel Coco Mademoiselle EDP,1202 SAR,"A wonderful feminine fragrance full of freedom and vitality and gives you amazing excitement and charm, with a fantastic mixture of mandarin, patchouli and vetiver.
About the brand:
Chanel needs no introduction; its high-quality and captivating collections of perfumes and fragrances for men and women are loved in every part of the world. Chanel has excelled in haute couture and ready-to-wear clothes, luxury goods, and fashion accessories. Chanel has also introduced a collection of watches and luxury jewelry.",5,1 Rating,"['Chanel', 'Women', 'Perfume', 'Modern', 'Floral Oriental', '50 ml', '2001', 'Oranges, tangerines, orange bloosom, bergamot, mimosa, jasmine, Turkish rose, ylang-ylang, tonka, patchouli, gaucher, vanilla, vetiver, white musk.', 'Eau de Parfum', 'Oranges, tangerines, orange bloosom, bergamot', 'mimosa, jasmine, Turkish rose, ylang-ylang', 'tonka, patchouli, gaucher, vanilla, vetiver, white musk.']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/h/chanel_coco_mademoselle_edp_100ml.jpg,Chanel,Women,Perfume,Modern,Floral Oriental,50 ml,2001,"Oranges, tangerines, orange bloosom, bergamot, mimosa, jasmine, Turkish rose, ylang-ylang, tonka, patchouli, gaucher, vanilla, vetiver, white musk.",Eau de Parfum,"Oranges, tangerines, orange bloosom, bergamot","mimosa, jasmine, Turkish rose, ylang-ylang","tonka, patchouli, gaucher, vanilla, vetiver, white musk."
Cartier Pasha Noire,461 SAR,"Wearing Pasha de Cartier Noire means sporting a fragrance that has a cool elegance and the power of seduction. Cartier has created a new edition of the legendary Pasha de Cartier fragrance. This charismatic cologne combines the bright freshness of juicy citrus top notes and bracing mint with intensely masculine base notes of cedarwood and amber. The scent is softened by the inclusion of watery accords and a light bouquet of florals, delicate iris, earthy violet, and sweet heliotrope. A dash of spicy black pepper and warm cloves provide a memorable finishing touch. This fragrance comes packaged in a suave matte black bottle with a bright silver stopper.
About the brand:
Cartier is a French luxury goods conglomerate that designs, manufactures, distributes and sells jewelry and watches. Founded by Louis-François Cartier in Paris in 1847, the company operates more than 200 stores in 125 countries and is regarded as one of the most prestigious luxury goods manufacturers in the world. Expanding into the world of fragrances, the luxury house found further success, creating perfumes and care products that continue to appeal to their international customer base.",5,1 Rating,"['Cartier', 'Men', 'Perfume', 'Charismatic', 'Fruity', '100 ml', '2013', 'Green Citrus,Woody Amber,Cedar Accords', 'Eau de Toilette', 'Green Citrus', 'Woody Amber', 'Cedar Accords']",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cartier_pasha_noir_eau_de_toilette_1.jpg,Cartier,Men,Perfume,Charismatic,Fruity,100 ml,2013,"Green Citrus,Woody Amber,Cedar Accords",Eau de Toilette,Green Citrus,Woody Amber,Cedar Accords
