Name,Price,Description,Rate,Rating_count,Details,image,Brand,Gender,Product_Type,Character,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Mont Blanc Legend Set (5 Pieces),249 SAR,"A luxury collection for men who love luxury.
The collection contains 5 perfumes with distinctive scents: 2 x 4.4 ml Mini EDT in Mont Blanc Legend + 2 x 4.4 Mini EDP Spray in Mont Blanc Explorer + 4.4 ml Mini EDT in Mont Blanc Legend Spirit for Men
Enjoy attractive looks with these wonderful fragrances.
The set comes in an elegant package that you can present as a gift to all your loved ones on happy occasions.
This unique perfume should be in your perfume collection
About the brand:
Mont Blanc is named after the snow-capped peak of the Alps. The firm has made a mark in the market for prestigious writing instruments for years, but has also expanded into a plethora of different product lines, from Swiss-made watches to eyewear and fragrances in an attempt to complete the luxurious lifestyle. All their productions are capped with the emblematic white peak design. The Mont Blanc has distinctive fragrances which are reminders of special moments, aimed at men and women who know how to distinguish themselves in a royal, elegant manner.",none,none,"['Eau de Parfum', 'Mont Blanc', 'Men', 'Perfume Set', 'Natural', 'Woody', 'g']",none,Eau de Parfum,Mont Blanc,Men,Perfume Set,Natural,Woody,g,,,,,
Mercedes Benz Set EDT 4x7 ml,249 SAR,"A luxurious gift set containing four distinctive perfumes in a volume of 7 ml (Intense + Silver + Cologne + For Men).
The set comes in an elegant package that you can present as a gift to all your loved ones on happy occasions.
The collection is meticulously designed to suit men.
Do not hesitate to add all this beauty to your perfume collection.
About the brand:
Mercedes-Benz is an international brand that is known in the world for its deluxe cars. It was established in 1925 and unleashed their creativity in sports, fashion and elegant parfumes. They now sell their precious products all over the world",none,none,"['Eau de Toilette', 'Mercedes-Benz', 'Men', 'Perfume Set', 'Natural', 'Woody']",none,Eau de Toilette,Mercedes-Benz,Men,Perfume Set,Natural,Woody,,,,,,
Al Majed for Oud Rama Al-Ehsas EDP,184 SAR,"Perfume for the freshness and softness of your pure soul
Jasmine with vanilla reflect the feelings and the joy of longing between hearts
Musk and white woods with their velvety scents spread the warmth and elegance within your soul
The strong and intense fragrance mix fills you with feelings of love and admiration that stays with you for long hours
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Sensual', 'Floral', '80 ml', 'Jasmine, White Woods, Sweet Fruits, Musk, Vanilla, Amber', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Sensual,Floral,80 ml,"Jasmine, White Woods, Sweet Fruits, Musk, Vanilla, Amber",Eau de Parfum,,,,
Al Majed for Oud Lana EDP,218 SAR,"It reflects your beauty, pulling all eyes to you to make everyone amazed by your attractiveness
The fragrance has a combination of patchouli with refreshing bergamot
The fragrance of Damask and Bulgarian roses in the perfume reveal to you the soft and romantic side of the fragrance
A perfect choice of a perfume for all of your occasions
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Sensual', 'Floral', '100 ml', 'Bergamot, Damask rose, Bulgarian Flowers, Patchouli, Vanilla', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Sensual,Floral,100 ml,"Bergamot, Damask rose, Bulgarian Flowers, Patchouli, Vanilla",Eau de Parfum,,,,
Al Majed for Oud Ebarat Samiyah Mauve EDP,162 SAR,,none,none,[],none,,,,,,,,,,,,
Al Majed for Oud Nebras EDP,174 SAR,"A symbol of comfort in your busy day, lavender notes will infiltrate your soul and remove signs of fatigue from your day
Your days are more beautiful with the soft fragrance that gives you a soft aura with powdery details
The heart of the spicy oriental fragrance is revealed to highlight the details of your personality with the scent of cinnamon and spices
The long- lasting effect of the fragrance makes it the perfect choice on your special occasions >
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Natural', 'Woody', '50 ml', 'Lavender, Balsam, Spice, Cinnamon, Woody Notes, Vanilla, Powder, Musk', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Natural,Woody,50 ml,"Lavender, Balsam, Spice, Cinnamon, Woody Notes, Vanilla, Powder, Musk",Eau de Parfum,,,,
Al Majed for Oud Musk Al-Majid EDP,128 SAR,"Inspired by the warmth of oud and its distinctive oriental scent
The oriental notes blend with soft fruits and flowers to create an amazing and exciting scent
The fragrance of vetiver will envelop you, reflecting your love for elegance and beauty
This perfume deserves to be in your collection. A perfect companion for all of your occasions
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', 'Oud, Musk, Patchouli, Vetiver, Flowers, Fruits', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Charismatic,Oriental,50 ml,"Oud, Musk, Patchouli, Vetiver, Flowers, Fruits",Eau de Parfum,,,,
Al Majed for Oud Waed EDP,174 SAR,"A classic and luxurious blend that is designed with an unparalleled aromatic mix of carefully selected natural ingredients.
It will boost your sense of confidence and highlight your beautiful look.
The fragrance is designed with precision and professionalism to stay with you for long hours.
This perfume is suitable for all seasons and times and you will love it from the first spray.
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', 'Oud, Musk, Saffron', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Charismatic,Oriental,50 ml,"Oud, Musk, Saffron",Eau de Parfum,,,,
Al Majed for Oud Mirsaal EDP,138 SAR,"A perfume that reveals your classic personality that's looking for beauty and luxury
Musk is the highlight of the fragrance with notes of soft Fruits and Flowers
Be ready to capture the spotlight on all your special occasions
Its scent is characterized by its intensity which makes it last for long hours without fading.
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Extravagant', 'Fruity', '50 ml', 'Fruits, Flowers, Musk', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Extravagant,Fruity,50 ml,"Fruits, Flowers, Musk",Eau de Parfum,,,,
Al Majed for Oud Rasmi Orient EDP,184 SAR,"Quiet and pure perfume, with soft oriental notes of Frankincense
French lavender notes enhance the beauty and attractiveness of the scent
The fragrance includes new European notes of woods that make you beautiful and unique
The long- lasting fragrance embodies the meaning of beauty and excitement in your soul
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', 'Frankincense, Lavender, Mandarin, Woody Notes, Musk, Sandalwood', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Charismatic,Oriental,50 ml,"Frankincense, Lavender, Mandarin, Woody Notes, Musk, Sandalwood",Eau de Parfum,,,,
Al Majed for Oud Maiyal Plus EDP,230 SAR,"A soft magical fragrance that evokes your soft feelings and romantic sense
The oriental floral fragrance gives you special and unique touches to highlight your position in the society
Enjoy the delicious aroma of Banana with Cedar and Musk with a soft oriental scent
Damas\k rose and Jasmine express the emotional side of perfume and reveal the secret of your elegance
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '100 ml', 'Banana, Bergamot, Pink Flowers, Damask Rose, Jasmine, Cedar, Musk, Amber', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Charismatic,Oriental,100 ml,"Banana, Bergamot, Pink Flowers, Damask Rose, Jasmine, Cedar, Musk, Amber",Eau de Parfum,,,,
Al Majed for Oud Abeer Al-Shawq EDP,150 SAR,"A fragrance that tells a story of desires and deep promises
A scent with the softness of roses with an oriental scent of Amber and enchanting Musk
Express your soft feelings and affection through the beauty of Vanilla
A distinctive scent that stays with you for long hours to add to the beauty and elegance of your look
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Charismatic', 'Oriental', '50 ml', 'Rose, Amber, Musk, Vanilla', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Charismatic,Oriental,50 ml,"Rose, Amber, Musk, Vanilla",Eau de Parfum,,,,
Al Majed for Oud Rima Elegance EDP,184 SAR,"A soft fragrance that restores to your soul the psychological stability with its soft and pure scent
The musk with the softness of Jasmine and Vanilla forms an amazing blend of fragrance to suit you on all special days
It is the perfect aromatic composition to keep you comfortable all the time until the last moments
A journey to enjoy the happiness that you always want to refresh your day
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",none,none,"['Al Majed For Oud', 'Unisex', 'Perfume', 'Sensual', 'Floral', '75 ml', 'Jasmine, Musk, Vanilla', 'Eau de Parfum']",none,Al Majed For Oud,Unisex,Perfume,Sensual,Floral,75 ml,"Jasmine, Musk, Vanilla",Eau de Parfum,,,,
