Name,Price,Description,Rate,Rating_count,image,Brand,Gender,Product_Type,Character_x,Fragrance_Family,Size,Year,Ingredients,Concentration,Top_note,Middle_note,Base_note
Creed Himalaya,902,"This perfume combines Himalayan fresh and woody notes for a perfectly balanced rugged, masculine, and exhilarating fragrance. It has a perfect, long-lasting blend full of natural ingredients. The perfume provides you with an attractive, refreshing scent.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508440505088-creed-creed-himalaya-_m_-edp-50-ml.jpg,Creed,Men,Perfume,Sophisticated,Woody Oriental,50 ml,2002,"bergamot, grapefruit, lemon, mandarin, nutmeg, black pepper, pink pepper, gunpowder, cedarwood, sandalwood, vetiver, amber, tonka bean, musk",Eau de Parfum,"bergamot, grapefruit, lemon, mandarin","nutmeg, black pepper, pink pepper, gunpowder, cedarwood, sandalwood, vetiver","amber, tonka beans, musk"
Creed Himalaya,1512,"This seductive scent embodies fusing the power of man and nature. It has a blend of citrus along with warmer notes of sandalwood and cedarwood, which will provide you with a long-lasting effect that you cannot resist.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508441001084_creed_creed_himalaya_eau_de_parfum_100ml_1.jpg,Creed,Men,Perfume,Romantic,Citrus,100 ml,2002,"bergamot, grapefruit, lemon, mandarin, juniper berry, nutmeg, sandalwood, vetiver, pepper, ambergris, musk, tonka bean",Eau de Parfum,"bergamot, grapefruit, lemon, mandarin","juniper berry, nutmeg, sandalwood, vetiver, pepper","ambergris, musk, tonka bean"
Creed Fleurs De Gardenia,1117,"The perfume is a stroll through a British meadow lavished with delicate and fragrant blooms, with your fingertips grazing the petals as you walk. Fleurs de Gardenia is an amalgamation of both future and historic English love stories. It has a great perfect blend that lasts with you for a long time.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508441104655-creed-creed-fleurs-de-gardenia-_lw_-edp-75-ml.jpg,Creed,Women,Perfume,Romantic,Floral,75 ml,2012,"black currant, galbanum, pink pepper, pink jasmine, california, rose, lily of the valley, gardenia, cedarwood, patchouli, musk",Eau de Parfum,"black currant, galbanum, pink pepper","pink jasmine, california, rose, lily of the valley, gardenia","cedar wood, patchouli, musk"
Creed Erolfa,1512,"This Eau de parfum is inspired by family memories of sailing on a beautiful yacht. Its scent embodies the sparkling seas, salty air and citrus-scented breeze with its marvelous notes that feature Bergamot, Lemon, Orange, Violet, Cumin, Basil, Rosemary and Melon on the top. The heart has notes of Cyclamen, Jasmine, Ginger, Coriander and Pepper, coming in a base of Cedarwood, Sandalwood, Oakmoss, Amber and Musk.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508441001015_creed_creed_erolfa_eau_de_parfum_100ml_1_1_.jpg,Creed,Men,Perfume,Glamorous,Floral Oriental,100 ml,1992,"bergamot, lemon, orange, violet, cumin, basil, rosemary, melon, cyclamen, jasmine, ginger, coriander, pepper, cedarwood, sandalwood, oakmoss, amber, musk",Eau de Parfum,"bergamot, lemon, orange, violet, cumin, basil, rosemary, melon","cyclamen, jasmine, ginger, coriander, pepper","cedarwood, sandalwood, oakmoss, amber, musk"
Creed Pure White,1350,"A citrus fresh scent launched in 2011, Pure White Cologne, by Creed, is part of the Royal Exclusives Line created to celebrate the houseÃ¢â‚¬â„¢s 250th anniversary. This fragrance is also known as Original Cologne. Top notes of this scent are all citrus, with bittersweet grapefruit, tart lemon, and tangy bergamot. Middle heart notes are pear, neroli, and galbanum, followed by the interesting base note mix of rice, ambergris, white musk, and powdery notes. Best worn as a daytime cologne in the warmer months. A must-have for your perfume vanity!",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508440752031_creed_creed_pure_white_cologne_edp_75_ml_1.jpg,Creed,Women,Perfume,Glamorous,Aquatic,75 ml,2016,"lemon, bergamot, grapefruit,galbanum, pear, petitgrain,ambergris, white musk, rice powder",Eau de Parfum,"lemon, bergamot, grapefruit","galbanum, pear, petitgrain","ambergris, white musk, rice powder"
Creed Love In White For Summer,1363,"Taking the inspiration from CreedÃ¢â‚¬â„¢s best-selling womenÃ¢â‚¬â„¢s fragrance Love In White, The House of Creed debuts the new seasonal Love In White For Summer. A dreamy fresh floral that bottles white-hot nights on the CÃƒÂ´te d'Azur and the quest for eternal summer. This scent transports wearers to the French Riviera where chic white accessories, crisp waves and long holiday escapes reign. Like the sparkling hues of the oceanÃ¢â‚¬â„¢s reflection, iris and cedar shine through at the heart of this serene seasonal scent. A fresh, long-lasting, that does not overpower your presence, a perfect choice for any of your occasions.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508440506955_creed_creed_love_in_white_for_summer_edp_75_ml_1.jpg,Creed,Women,Perfume,Feminine,Aromatic,75 ml,2016,"south spain orange juices. italian jasmine, french riviera narcissus, tonkin rice, egyptian iris, guatemala mountain magnolia, java vanilla, calabrian ambergris, indian sandalwood.",Eau de Parfum,"bulgarian roses, calabrian bergamot, sweet magnolia","florentine iris, basmati rice, virginia cedarwood","ambergris, sandalwood, apple, jasmine"
Creed Cedre Blanc,1070,"Cedre Blanc is a distinguished fragrance by Creed. Subtle, yet empowering, the mix of bold spices and woody cedar are softened by floral accents. A strong base of cedar, sandalwood, and vetiver hold the aromatic adventure together. Top notes of bergamot, cardamom, galbanum, and bay leaf bring out the woody blend of the base while adding the spice. To ensure the impact of the entire assortment, fragrant geranium and white floral jasmine and lily make up the alluring middle notes for the perfect daytime wear fragrance.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508441001459_creed_creed_cedre_blanc_edp_100_ml_1.jpg,Creed,Women,Perfume,Romantic,Fruity,100 ml,2017,"laurel, cardamom, bergamot, galbanum,geranium, lily, jasmine,virginia cedar, vetiver, sandalwood",Eau de Parfum,"laurel, cardamom, bergamot, galbanum","geranium, lily, jasmine","virginia cedar, vetiver, sandalwood"
Creed Aberdeen Lavender,1308,"Creed introduced Aberdeen Lavander in 2014 to add to its Oriental Fougere collection. Rosemary, artemisia, bergamot and lemon top notes start the scent off with herbal touches and a citrus edge. This dissipates into a floral bouquet of middle notes dominated by its namesake scent, lavender. Rounding out the heart are subtle glimpses of rose and lily. Finally, the base notes are earthy and woody, with patchouli and leather giving the overall aroma and exotic green feel. This fragrance is appropriate for all seasons at any time of day, making it a versatile scent for almost every occasion.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508441001473_creed_creed_aberdeen_lavender_edp_100_ml_1.jpg,Creed,Women,Perfume,Romantic,Aromatic,100 ml,2011,"bergamot, rosemary, lemon, artemisia, lavender, lily, tuberose, rose, patchouli, leather, vetiver.",Eau de Parfum,"absinthe, rosemary, bergamot, sicilian lemon","lavender, tuberose, lily, rose","patchouli, leather, vetiver"
Creed Virgin Island Water,1132,"Virgin Island Water is an exotic paradise in an aromatic form. The bright, refreshing cologne, released in 2007, brings you all of the delicious aromas of the tropics. The composition starts with a fruity blend of white bergamot, Sicilian mandarin, and Jamaican lime. Tropical copra adds the smooth, milky scent of coconut. The heart is a rich blend of seductive florals. Jasmine, ylang-ylang, and hibiscus add a velvety freshness before being cooled by a spicy jolt of crisp ginger. The sweet base is an irresistible mix of sugar cane, white rum, and musk. Wear this exciting cologne at any time you need a relaxing escape.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/5/3508441001138_creed_virgin_island_water_edp_100_ml_1.jpg,Creed,Women,Perfume,Romantic,Aquatic,100 ml,2011,"sicilian white bergamot, jamaican lime, sicilian mandarin,hibiscus, ylang ylang, indian jasmine,tonkin musk, tropical wood",Eau de Parfum,"sicilian white bergamot, jamaican lime, sicilian mandarin","hibiscus, ylang ylang, indian jasmine","tonkin musk, tropical wood"
Estelle Vendome Infinite Pleasure Just Girl,82,"This fragrance is a woody floral perfume for women. It has a rich musky blend with a beautiful bouquet of floral notes and a splash of fruit from its top notes of davana and plum to the heart that moves you with accords of tuberose, jasmine sambac, and stargazer lily and the finishing touch that consists of a mix of scents extracted from labdanum, musk, agarwood, cashmere wood, patchouli, ebony tree wood, and Madagascar vanilla.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3700134402233-estee-lauder-estelle-vendome-infinite-pleasure-just-girl-_w_-edp-100-ml-1.jpg,EstÃƒÂ©e Lauder,Women,Perfume,Romantic,Fruity,100 ml,2017,"pineapple, muguet, peach, extravagant,",Eau de Parfum,"apple blossom, pear, plum","pineapple, muguet, peach","ambergris, musk"
Estee Lauder Modern Muse Le Rouge Gloss,283,It consists of the molecule Iso E Super which hovers close to the skin to create an indefinable aura around the wearer. It is characterized by a hyper-modern cedarwood note with a velvety sensation that is comforting & interesting.,none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/887167256897-estee-lauder-estee-lauder-modern-muse-le-rouge-gloss-_w_-edp100-1.jpg,EstÃƒÂ©e Lauder,Women,Perfume,Romantic,Fruity,100 ml,2016,"rose, jasmine, leather, vinyl, extravagant,",Eau de Parfum,"cherry, pink pepper, carrot, mandarin","rose, jasmine, leather, vinyl","patchouli, vanilla, styrax, labdanum, saffron, honey"
Estee Lauder Pleasures,310,"Start your day with absolute vitality with the attractive blend of refreshing masculine fragrance that is rich with water and green notes with touches of perfumed floral scents and glowing peppercorns that open the door to prospect and give you the energy needed to achieve all your daily tasks with success. The perfume is also your perfect companion in special evenings and nights with an ever-lasting scent.
About the Brand:
Estee Lauder is an American company founded in 1946 in New York City. Mrs. Lauder gained early experience in the skincare and cosmetics industry under the patronage of her chemist uncle and skincare specialist. Various wonderful products such as cosmetics and perfumes. The first fragrance by Estee Lauder was announced in 1953.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/7/27131521433-estee-lauder-estee-lauder-pleasures-_m_-edc-100-ml-1.jpg,EstÃƒÂ©e Lauder,Men,Perfume,Romantic,Aromatic,100 ml,1997,"water drops, grapefruit, green leaves, nectarine, rose, pepper, lavender, ginger, coriander, red pepper, geranium, ebony, oak moss, benzoin, sandalwood",Eau de Cologne,"water drops, grapefruit, green leaves, nectarine","rose, pepper, lavender, ginger, coriander, red pepper, geranium","ebony, oak moss, benzoin, sandalwood"
Estee Lauder Modern Muse Le Rouge Gloss Vinyl Edition,295,"It consists of Vetiveryl Acetate that could be described as a hybrid molecule, half-natural, half-synthetic. It also contains vetiver oil from the roots of an Indian grass mixed with acetic acid to remove the bitter and leathery aspects of the root.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/8/887167256903-estee-lauder-estee-lauder-modern-muse-le-rouge-gloss-vinyl-edition-_w_-edp-50-ml-1.jpg,EstÃƒÂ©e Lauder,Women,Perfume,Romantic,Fruity,50 ml,2015,"rose, jasmine, leather, vinyl, extravagant,",Eau de Parfum,"cherry, pink pepper, carrot, mandarin","rose, jasmine, leather, vinyl","patchouli, vanilla, styrax, labdanum, saffron, honey"
Estee Lauder Pleasure Intense,295,"It focuses on Javanol in a formula that highlights the grapefruit which results in a uniquely fresh interpretation of a sandalwood fragrance, fizzing with crisp, bitter top notes of pink grapefruit peel with the added zest of lime.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/7/27131286905-estee-lauder-estee-lauder-pleasure-intense-_w_-edp-100-ml-1.jpg,EstÃƒÂ©e Lauder,Women,Perfume,Romantic,Floral,100 ml,2002,"lily, tiare, jasmine, rose, romantic,",Eau de Parfum,"peony, black currant, ylang-ylang, lily, cassis","lily, tiare, jasmine, rose","maple, vanilla, styrax, benzoin"
Estee Lauder Sensuous Nude,410,"This fragrance for women was launched by the brand in 2000 and, as the names suggest, was defined by the company as a tribute to the Ã¢â‚¬Ëœwoman who listens to her inner voiceÃ¢â‚¬â„¢. This rich fragrance lives up to its description with a top of mandarin, bergamot, and garden notes. Then at the heart of the fragrance, you can sense notes of gardenia, rose, and freesia, and the base notes are precious woods, amber, and warm-skin accord.",none,none,https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/2/7/27131845614-estee-lauder-estee-lauder-sensuous-nude-_w_-edp-100-ml-1.jpg,EstÃƒÂ©e Lauder,Women,Perfume,Romantic,Woody,100 ml,2011,"musk, jasmine, lily-of-the-valley, coconut, honey, natural,",Eau de Parfum,"bergamot, mandarin, pepper, pink pepper","musk, jasmine, lily-of-the-valley, coconut, honey","amber, vanille, wood, heliotrope, sandalwood, musk"
